x,R,G,B,min_over_frames_G,max_over_frames_G,mean_over_frames_G
3650,808,808,808,804,808,805.867
3651,808,808,808,804,808,805.467
3652,804,808,808,804,808,805.667
3653,804,804,804,804,808,805.467
3654,804,804,804,804,808,806.400
3655,808,808,808,804,808,806.533
3656,808,808,808,804,808,806.467
3657,808,808,804,804,808,807.267
3658,808,808,808,804,808,807.600
3659,808,808,808,804,808,807.600
3660,808,804,808,804,808,807.467
3661,808,808,808,804,808,807.733
3662,812,808,808,808,812,808.533
3663,808,808,808,808,812,808.267
3664,808,812,808,808,812,809.133
3665,812,808,808,808,812,808.467
3666,812,808,812,808,812,809.400
3667,812,812,808,808,812,809.267
3668,808,808,812,808,812,809.867
3669,812,808,808,808,812,809.733
3670,808,808,808,808,812,809.067
3671,808,808,808,808,812,809.800
3672,812,808,808,808,812,810.733
3673,812,808,812,808,812,810.467
3674,812,808,808,808,812,810.667
3675,808,808,812,808,812,810.600
3676,812,812,812,808,812,811.600
3677,812,812,812,808,812,811.667
3678,812,812,812,808,812,811.533
3679,812,812,812,808,812,811.533
3680,812,812,816,812,816,812.667
3681,812,812,812,812,816,812.600
3682,812,812,812,812,816,812.800
3683,812,816,816,812,816,812.600
3684,812,816,812,812,816,813.333
3685,812,816,816,812,816,813.400
3686,812,812,812,812,816,813.400
3687,812,816,812,812,816,813.667
3688,812,812,812,812,816,813.267
3689,812,816,812,812,816,813.933
3690,816,812,816,812,816,814.400
3691,812,816,812,812,816,814.533
3692,816,816,816,812,816,814.933
3693,816,812,816,812,816,814.667
3694,816,816,816,812,816,815.867
3695,816,816,816,812,816,815.867
3696,816,816,816,812,816,815.600
3697,816,816,812,812,816,815.400
3698,816,816,816,816,820,816.733
3699,816,820,816,816,820,817.000
3700,816,816,816,816,820,816.200
3701,816,816,816,816,820,816.800
3702,820,820,820,816,820,817.400
3703,816,820,820,816,820,818.000
3704,820,820,820,816,820,817.867
3705,816,820,820,816,820,817.400
3706,820,816,820,816,820,817.467
3707,816,816,816,816,820,817.733
3708,816,820,820,816,820,818.133
3709,820,820,820,816,820,818.600
3710,816,820,820,816,820,818.933
3711,820,820,820,816,820,818.467
3712,820,820,820,816,820,819.267
3713,820,816,820,816,820,819.667
3714,820,820,816,816,820,819.733
3715,820,820,820,816,820,819.267
3716,820,820,820,820,824,820.600
3717,820,820,820,820,824,820.867
3718,820,824,820,820,824,820.267
3719,824,820,820,820,824,820.400
3720,820,820,820,820,824,820.800
3721,824,824,820,820,824,821.133
3722,824,824,820,820,824,821.733
3723,820,820,824,820,824,821.533
3724,820,820,820,820,824,821.667
3725,824,824,820,820,824,821.467
3726,824,824,824,820,824,822.067
3727,820,824,824,820,824,822.600
3728,824,824,824,820,824,822.267
3729,820,824,824,820,824,822.867
3730,824,820,824,820,824,823.600
3731,824,824,824,820,824,823.600
3732,824,824,824,820,824,823.867
3733,824,824,824,820,824,823.667
3734,824,824,824,824,828,824.400
3735,824,824,824,824,828,824.400
3736,824,824,824,824,828,824.733
3737,824,824,824,824,828,824.600
3738,828,824,824,824,828,824.533
3739,824,824,824,824,828,825.067
3740,824,824,824,824,828,825.467
3741,824,824,824,824,828,824.800
3742,828,824,824,824,828,825.667
3743,828,828,824,824,828,825.600
3744,828,824,828,824,828,826.467
3745,828,828,824,824,828,826.667
3746,824,828,828,824,828,826.667
3747,824,828,824,824,828,826.533
3748,824,828,828,824,828,827.467
3749,828,824,828,824,828,827.400
3750,828,828,828,824,828,827.667
3751,828,828,828,824,828,827.600
3752,828,828,828,828,832,828.533
3753,828,828,828,828,832,828.733
3754,828,828,828,828,832,828.733
3755,828,828,828,828,832,829.067
3756,828,828,828,828,832,828.667
3757,828,828,828,828,832,828.200
3758,828,828,828,828,832,829.200
3759,828,828,828,828,832,829.333
3760,832,828,828,828,832,829.667
3761,828,832,828,828,832,830.000
3762,832,832,832,828,832,830.467
3763,828,832,832,828,832,830.733
3764,832,828,832,828,832,830.067
3765,832,828,828,828,832,830.533
3766,832,832,832,828,832,831.533
3767,832,832,832,828,832,831.467
3768,832,832,832,828,832,831.733
3769,832,832,832,828,832,831.400
3770,832,832,832,832,836,832.333
3771,832,832,836,832,836,832.467
3772,832,832,832,832,836,832.600
3773,836,832,832,832,836,832.400
3774,832,832,832,832,836,832.533
3775,832,832,832,832,836,832.333
3776,832,832,836,832,836,833.467
3777,832,836,832,832,836,833.600
3778,836,832,836,832,836,833.267
3779,836,832,832,832,836,833.533
3780,836,836,832,832,836,835.267
3781,836,836,836,832,836,834.867
3782,832,836,836,832,836,834.667
3783,836,832,836,832,836,834.400
3784,836,836,836,832,836,835.467
3785,836,836,836,832,836,835.333
3786,836,836,836,832,836,835.667
3787,836,836,836,832,836,835.800
3788,836,836,832,832,836,835.800
3789,832,836,836,832,836,835.800
3790,840,836,836,836,840,836.600
3791,836,840,836,836,840,836.667
3792,840,836,836,836,840,836.400
3793,836,836,836,836,840,836.867
3794,840,836,836,836,840,837.867
3795,836,840,836,836,840,837.533
3796,836,836,840,836,840,837.667
3797,836,840,836,836,840,838.067
3798,840,840,840,836,840,839.000
3799,840,836,836,836,840,838.267
3800,836,840,836,836,840,838.733
3801,840,836,840,836,840,838.533
3802,840,840,840,836,840,839.533
3803,840,836,840,836,840,839.600
3804,836,840,840,836,840,839.733
3805,840,836,840,836,840,839.600
3806,836,840,836,836,840,839.467
3807,840,840,840,836,840,839.533
3808,840,840,840,840,844,840.200
3809,840,840,840,840,844,840.800
3810,840,840,840,840,844,840.733
3811,840,840,840,840,844,840.333
3812,844,840,844,840,844,841.733
3813,840,844,844,840,844,841.800
3814,844,844,844,840,844,841.800
3815,840,840,844,840,844,842.000
3816,840,840,844,840,844,842.667
3817,844,840,840,840,844,843.000
3818,840,844,840,840,844,842.733
3819,844,844,840,840,844,842.467
3820,844,844,844,840,844,843.600
3821,844,844,844,840,844,843.667
3822,844,840,840,840,844,843.733
3823,844,844,844,840,844,843.533
3824,844,844,844,840,844,843.800
3825,844,844,844,840,844,843.800
3826,844,844,844,844,848,844.667
3827,844,848,844,844,848,845.000
3828,844,844,848,844,848,844.333
3829,848,844,844,844,848,844.600
3830,848,848,848,844,848,845.267
3831,848,844,848,844,848,846.000
3832,844,844,844,844,848,845.733
3833,844,844,844,844,848,845.467
3834,844,848,848,844,848,847.000
3835,844,848,848,844,848,846.267
3836,848,844,848,844,848,846.533
3837,848,848,844,844,848,846.400
3838,848,848,844,844,848,847.800
3839,848,844,848,844,848,847.600
