x,R,G,B,min_over_frames_G,max_over_frames_G,mean_over_frames_G
2462,544,544,544,540,544,543.400
2463,544,544,544,540,544,543.800
2464,544,544,540,540,544,543.667
2465,544,544,544,544,544,544.000
2466,544,544,544,544,548,544.400
2467,544,544,544,544,548,544.400
2468,544,544,544,544,548,544.600
2469,544,544,544,544,548,544.733
2470,544,544,544,544,548,545.333
2471,544,548,548,544,548,545.333
2472,548,544,548,544,548,545.333
2473,548,544,544,544,548,545.667
2474,544,544,544,544,548,545.600
2475,548,548,544,544,548,546.333
2476,544,544,548,544,548,546.600
2477,548,548,544,544,548,546.667
2478,548,548,548,544,548,547.133
2479,548,548,548,544,548,547.000
2480,548,548,548,544,548,546.800
2481,548,548,548,544,548,547.533
2482,548,548,548,544,548,547.667
2483,548,548,548,548,548,548.000
2484,548,548,548,548,552,548.267
2485,548,548,548,548,552,548.467
2486,548,552,548,548,552,548.667
2487,548,548,548,548,552,548.667
2488,548,548,552,548,552,548.867
2489,548,548,548,548,552,548.933
2490,548,548,548,548,552,549.467
2491,548,548,552,548,552,549.533
2492,552,548,548,548,552,549.867
2493,548,552,548,548,552,549.533
2494,548,552,552,548,552,550.667
2495,548,548,552,548,552,550.800
2496,552,552,552,548,552,550.533
2497,552,552,552,548,552,551.000
2498,552,548,552,548,552,551.000
2499,552,552,552,548,552,551.200
2500,552,552,552,548,552,551.467
2501,552,552,552,552,552,552.000
2502,552,552,552,552,556,552.200
2503,556,552,552,552,556,552.400
2504,552,556,552,552,556,552.533
2505,552,552,552,552,556,552.733
2506,552,552,552,552,556,552.600
2507,556,556,556,552,556,552.933
2508,552,552,552,552,556,553.533
2509,552,552,552,552,556,553.333
2510,556,556,552,552,556,554.200
2511,556,556,556,552,556,554.333
2512,552,556,556,552,556,554.533
2513,556,552,552,552,556,554.200
2514,556,556,556,552,556,554.200
2515,556,556,556,552,556,555.400
2516,556,552,556,552,556,555.133
2517,556,556,556,552,556,555.600
2518,556,556,556,552,556,555.733
2519,556,556,556,556,556,556.000
2520,556,556,556,556,560,556.267
2521,556,556,560,556,560,556.333
2522,556,560,556,556,560,556.867
2523,556,556,556,556,560,556.733
2524,560,556,556,556,560,557.067
2525,556,560,560,556,560,557.267
2526,556,556,560,556,560,557.267
2527,556,556,556,556,560,557.467
2528,560,556,556,556,560,557.933
2529,556,560,556,556,560,558.400
2530,560,560,556,556,560,558.600
2531,556,556,560,556,560,557.933
2532,560,556,556,556,560,558.867
2533,556,560,560,556,560,558.933
2534,560,556,560,556,560,559.067
2535,560,560,560,556,560,559.667
2536,560,560,560,556,560,559.800
2537,560,560,560,560,560,560.000
2538,560,560,564,560,564,560.200
2539,560,560,560,560,564,560.200
2540,560,560,560,560,564,560.600
2541,560,560,560,560,564,560.800
2542,560,564,560,560,564,561.133
2543,560,560,564,560,564,560.933
2544,560,560,560,560,564,561.933
2545,560,560,560,560,564,562.000
2546,560,560,564,560,564,562.000
2547,564,560,560,560,564,562.133
2548,560,560,560,560,564,562.467
2549,560,564,560,560,564,562.133
2550,564,564,564,560,564,562.667
2551,560,560,564,560,564,562.867
2552,564,564,564,560,564,563.600
2553,564,564,564,560,564,563.467
2554,564,564,560,560,564,563.867
2555,564,564,564,560,564,563.933
2556,564,564,564,564,568,564.133
2557,564,564,564,564,568,564.267
2558,564,564,564,564,568,564.267
2559,568,564,564,564,568,564.667
2560,564,564,564,564,568,565.067
2561,564,564,568,564,568,565.400
2562,568,564,564,564,568,565.467
2563,564,564,568,564,568,566.067
2564,564,564,564,564,568,566.133
2565,564,564,568,564,568,566.067
2566,568,564,564,564,568,566.133
2567,568,568,564,564,568,566.267
2568,568,564,568,564,568,567.000
2569,564,568,564,564,568,566.867
2570,568,564,568,564,568,567.400
2571,568,564,564,564,568,567.733
2572,568,568,568,564,568,567.733
2573,568,568,568,564,568,567.800
2574,568,568,568,568,572,568.200
2575,568,568,568,568,572,568.200
2576,568,568,568,568,572,568.267
2577,572,568,568,568,572,568.400
2578,568,568,568,568,572,568.867
2579,568,568,568,568,572,569.133
2580,568,568,568,568,572,569.467
2581,568,568,568,568,572,569.533
2582,568,572,572,568,572,570.000
2583,568,572,572,568,572,570.133
2584,572,568,572,568,572,570.667
2585,568,568,568,568,572,570.733
2586,572,568,572,568,572,570.733
2587,568,572,568,568,572,570.933
2588,568,572,572,568,572,570.867
2589,572,572,568,568,572,571.333
2590,572,572,572,568,572,571.667
2591,572,572,568,568,572,571.933
2592,572,572,572,572,576,572.200
2593,576,572,572,572,576,572.400
2594,572,576,572,572,576,572.467
2595,572,572,572,572,576,572.667
2596,572,576,572,572,576,572.733
2597,572,572,572,572,576,573.200
2598,572,572,576,572,576,573.400
2599,576,572,572,572,576,573.200
2600,576,572,572,572,576,573.733
2601,572,576,572,572,576,573.933
2602,572,572,576,572,576,574.067
2603,572,576,572,572,576,574.600
2604,576,572,576,572,576,575.067
2605,572,572,572,572,576,574.533
2606,576,572,572,572,576,574.733
2607,576,576,576,572,576,575.267
2608,576,576,572,572,576,575.400
2609,576,576,576,572,576,575.667
2610,576,576,576,576,576,576.000
2611,576,576,576,576,580,576.400
2612,576,576,576,576,580,576.600
2613,580,576,576,576,580,576.600
2614,576,576,576,576,580,576.933
2615,576,576,580,576,580,577.000
2616,576,580,576,576,580,577.533
2617,576,580,580,576,580,577.667
2618,580,580,576,576,580,577.867
2619,576,580,580,576,580,578.067
2620,580,576,580,576,580,578.067
2621,580,580,576,576,580,577.933
2622,576,576,580,576,580,578.400
2623,580,580,576,576,580,578.867
2624,580,580,580,576,580,578.600
2625,580,580,580,576,580,579.133
2626,580,580,580,576,580,579.467
2627,580,580,580,576,580,579.867
2628,580,580,580,580,580,580.000
2629,580,580,580,580,584,580.133
2630,580,580,580,580,584,580.667
2631,580,580,580,580,584,580.667
2632,580,580,580,580,584,581.000
2633,580,584,584,580,584,581.267
2634,584,580,584,580,584,581.133
2635,584,580,580,580,584,581.467
2636,584,584,580,580,584,582.133
2637,580,580,584,580,584,581.800
2638,580,584,580,580,584,581.933
2639,580,584,584,580,584,582.200
2640,580,584,584,580,584,582.667
2641,584,580,584,580,584,582.467
2642,584,584,584,580,584,583.333
2643,584,584,584,580,584,583.400
2644,584,584,584,580,584,583.800
2645,584,584,584,580,584,583.667
2646,584,584,588,584,588,584.067
2647,584,584,584,584,588,584.067
2648,584,584,584,584,588,584.667
2649,588,584,584,584,588,584.667
2650,588,588,584,584,588,585.000
2651,584,588,584,584,588,585.067
2652,584,584,588,584,588,585.267
2653,588,584,584,584,588,586.067
2654,584,588,584,584,588,585.267
2655,588,584,588,584,588,585.800
2656,588,584,584,584,588,586.133
2657,588,588,584,584,588,586.533
2658,588,588,588,584,588,586.800
2659,588,584,588,584,588,586.667
2660,588,588,588,584,588,587.600
2661,588,588,588,584,588,587.200
2662,588,584,588,584,588,587.600
2663,588,588,588,584,588,587.667
2664,588,588,588,588,588,588.000
2665,588,588,588,588,592,588.200
2666,588,588,592,588,592,588.400
2667,588,588,592,588,592,588.733
2668,592,588,588,588,592,588.867
2669,588,592,588,588,592,589.600
2670,588,592,592,588,592,589.400
2671,588,588,592,588,592,589.200
2672,588,592,588,588,592,589.733
2673,588,588,592,588,592,590.467
2674,588,592,588,588,592,590.200
2675,592,592,592,588,592,590.667
2676,592,592,592,588,592,591.000
2677,592,588,588,588,592,590.667
2678,588,588,592,588,592,590.867
2679,592,592,592,588,592,591.333
2680,592,592,592,588,592,591.667
2681,592,592,592,592,592,592.000
2682,592,592,592,592,592,592.000
2683,592,592,592,592,596,592.267
2684,592,592,592,592,596,592.467
2685,592,592,592,592,596,592.600
2686,592,592,592,592,596,592.800
2687,592,592,592,592,596,593.200
2688,592,592,592,592,596,593.267
2689,596,592,592,592,596,593.333
2690,592,592,592,592,596,593.600
2691,596,592,592,592,596,594.200
2692,596,592,592,592,596,594.400
2693,592,596,592,592,596,594.133
2694,592,596,596,592,596,594.733
2695,592,596,596,592,596,594.600
2696,596,596,596,592,596,595.133
2697,596,592,596,592,596,595.067
2698,596,596,596,592,596,595.400
2699,596,596,596,592,596,595.800
2700,596,596,596,596,596,596.000
2701,596,596,596,596,600,596.067
2702,596,596,596,596,600,596.333
2703,596,596,596,596,600,596.933
2704,596,596,596,596,600,597.067
2705,596,596,596,596,600,596.867
2706,596,596,596,596,600,597.267
2707,596,596,596,596,600,597.467
2708,596,600,600,596,600,597.800
2709,596,600,600,596,600,598.133
2710,600,596,600,596,600,598.067
2711,600,596,596,596,600,598.267
2712,600,596,600,596,600,598.467
2713,600,600,596,596,600,599.267
2714,596,600,600,596,600,599.267
2715,600,600,596,596,600,599.133
2716,600,600,596,596,600,599.600
2717,600,600,600,596,600,599.533
2718,600,600,600,596,600,599.933
2719,600,600,600,600,604,600.333
2720,600,600,600,600,604,600.467
2721,600,600,600,600,604,600.667
2722,600,600,604,600,604,600.600
2723,600,604,604,600,604,601.200
2724,600,600,604,600,604,601.667
2725,600,600,600,600,604,601.467
2726,604,600,600,600,604,601.333
2727,600,600,600,600,604,602.000
2728,600,600,600,600,604,602.400
2729,604,604,600,600,604,602.333
2730,600,604,604,600,604,602.667
2731,604,600,604,600,604,603.000
2732,604,600,600,600,604,602.867
2733,604,600,604,600,604,603.067
2734,604,604,604,600,604,603.267
2735,604,604,604,600,604,603.667
2736,604,604,604,600,604,603.933
2737,604,604,604,604,608,604.267
2738,604,604,604,604,608,604.133
2739,604,604,604,604,608,604.667
2740,608,604,604,604,608,604.533
2741,604,608,604,604,608,605.200
2742,604,604,604,604,608,605.867
2743,604,604,604,604,608,605.467
2744,604,608,604,604,608,605.733
2745,604,608,608,604,608,606.067
2746,608,608,608,604,608,605.800
2747,608,608,608,604,608,606.133
2748,604,608,608,604,608,606.667
2749,604,608,608,604,608,607.067
2750,604,604,608,604,608,607.000
2751,608,608,608,604,608,607.200
2752,608,608,604,604,608,607.533
2753,608,608,608,604,608,607.733
2754,608,608,608,604,608,607.733
2755,608,608,608,608,608,608.000
2756,608,608,608,608,612,608.333
2757,608,608,608,608,612,608.267
2758,612,608,608,608,612,608.667
2759,608,612,608,608,612,609.000
2760,608,612,608,608,612,609.533
2761,608,608,612,608,612,609.200
2762,612,608,608,608,612,610.133
2763,612,612,608,608,612,609.800
2764,612,612,612,608,612,609.867
2765,612,608,608,608,612,610.267
2766,612,612,608,608,612,610.867
2767,612,612,612,608,612,610.733
2768,608,612,612,608,612,610.400
2769,612,612,612,608,612,611.467
2770,612,612,612,608,612,611.600
2771,612,612,612,608,612,611.600
2772,612,612,612,608,612,611.933
2773,612,612,612,612,616,612.067
2774,612,612,612,612,616,612.333
2775,612,612,612,612,616,612.333
2776,616,612,612,612,616,612.600
2777,616,612,612,612,616,613.000
2778,612,612,612,612,616,613.067
2779,612,612,612,612,616,613.667
2780,616,616,612,612,616,613.533
2781,612,616,616,612,616,613.667
2782,612,612,616,612,616,614.533
2783,616,612,612,612,616,614.333
2784,616,612,612,612,616,614.600
2785,616,612,616,612,616,614.733
2786,616,612,612,612,616,615.067
2787,616,616,616,612,616,615.267
2788,616,616,616,612,616,615.600
2789,612,612,616,612,616,615.667
2790,616,612,612,612,616,615.800
2791,616,616,616,616,620,616.067
2792,616,616,616,616,620,616.200
2793,616,616,616,616,620,616.333
2794,616,616,616,616,620,616.800
2795,616,616,620,616,620,617.133
2796,616,616,620,616,620,616.800
2797,616,616,616,616,620,617.400
2798,616,616,620,616,620,617.600
2799,616,620,616,616,620,617.800
2800,616,620,620,616,620,618.400
2801,616,616,620,616,620,618.267
2802,616,620,616,616,620,618.467
2803,616,616,620,616,620,618.467
2804,620,616,616,616,620,618.667
2805,620,616,616,616,620,619.333
2806,616,620,616,616,620,619.200
2807,620,620,620,616,620,619.733
2808,616,620,620,616,620,619.867
2809,620,620,620,620,620,620.000
2810,620,620,620,620,624,620.267
2811,620,620,620,620,624,620.267
2812,624,620,620,620,624,620.867
2813,620,620,620,620,624,620.733
2814,620,620,620,620,624,621.600
2815,620,620,624,620,624,621.000
2816,624,620,624,620,624,621.600
2817,620,620,620,620,624,621.667
2818,620,624,620,620,624,622.067
2819,624,624,624,620,624,622.200
2820,620,624,624,620,624,622.467
2821,620,624,624,620,624,623.133
2822,624,624,624,620,624,622.733
2823,624,624,624,620,624,623.200
2824,624,620,624,620,624,623.400
2825,624,624,624,620,624,623.667
2826,620,624,624,620,624,623.467
2827,624,624,624,624,624,624.000
2828,624,624,624,624,628,624.267
2829,624,624,624,624,628,624.333
2830,624,624,624,624,628,624.867
2831,628,624,624,624,628,624.733
2832,628,624,624,624,628,625.267
2833,624,624,624,624,628,625.067
2834,624,624,624,624,628,625.400
2835,628,624,628,624,628,626.200
2836,628,628,624,624,628,626.400
2837,628,628,628,624,628,625.933
2838,628,628,628,624,628,626.400
2839,628,624,628,624,628,626.467
2840,628,628,628,624,628,627.133
2841,624,628,628,624,628,626.867
2842,628,628,628,624,628,627.333
2843,628,628,628,624,628,627.800
2844,628,628,628,624,628,627.800
2845,628,628,628,624,628,627.867
2846,628,628,628,628,632,628.200
2847,628,628,628,628,632,628.200
2848,628,628,628,628,632,628.400
2849,628,628,632,628,632,628.867
2850,628,628,628,628,632,628.667
2851,628,632,628,628,632,629.600
2852,628,628,628,628,632,629.400
2853,632,632,628,628,632,629.267
2854,632,632,632,628,632,630.333
2855,632,628,632,628,632,629.733
2856,628,632,632,628,632,630.400
2857,632,628,632,628,632,630.133
2858,628,632,628,628,632,630.800
2859,632,628,632,628,632,630.600
2860,632,632,628,628,632,631.267
2861,632,632,632,628,632,631.333
2862,632,632,632,628,632,631.600
2863,632,632,632,628,632,631.800
2864,632,632,632,632,636,632.200
2865,632,632,632,632,636,632.400
2866,632,632,636,632,636,632.533
2867,632,632,632,632,636,632.733
2868,636,632,632,632,636,633.400
2869,632,632,632,632,636,632.933
2870,632,636,632,632,636,633.733
2871,632,636,636,632,636,633.467
2872,632,636,636,632,636,633.933
2873,636,636,636,632,636,633.667
2874,632,632,636,632,636,634.400
2875,636,632,632,632,636,634.733
2876,632,636,636,632,636,634.667
2877,632,636,636,632,636,634.867
2878,632,636,632,632,636,635.200
2879,632,636,636,632,636,635.533
2880,636,636,636,632,636,635.600
2881,636,636,636,636,636,636.000
2882,636,636,636,636,636,636.000
2883,636,636,636,636,640,636.333
2884,636,636,636,636,640,636.467
2885,636,636,636,636,640,637.000
2886,636,640,636,636,640,637.200
2887,636,636,640,636,640,637.333
2888,640,636,636,636,640,637.400
2889,640,636,636,636,640,637.667
2890,640,640,636,636,640,638.200
2891,636,640,640,636,640,638.067
2892,640,640,640,636,640,638.267
2893,640,640,640,636,640,638.600
2894,640,640,640,636,640,638.733
2895,640,640,640,636,640,639.067
2896,640,636,640,636,640,638.867
2897,636,640,636,636,640,639.800
2898,640,640,640,636,640,639.533
2899,640,640,640,636,640,639.867
2900,640,640,640,640,640,640.000
2901,640,640,640,640,644,640.267
2902,640,644,640,640,644,640.800
2903,644,640,640,640,644,640.467
2904,640,640,640,640,644,640.933
2905,640,640,640,640,644,641.133
2906,640,640,640,640,644,641.333
2907,644,640,640,640,644,641.467
2908,644,640,640,640,644,642.000
2909,644,644,640,640,644,641.800
2910,644,644,644,640,644,641.800
2911,644,644,644,640,644,642.733
2912,644,644,644,640,644,642.600
2913,640,644,644,640,644,642.800
2914,644,640,644,640,644,642.867
2915,644,644,640,640,644,643.467
2916,640,644,644,640,644,643.467
2917,644,644,644,640,644,643.467
2918,644,644,644,640,644,643.867
2919,644,644,644,644,644,644.000
2920,644,648,648,644,648,644.467
2921,644,644,644,644,648,644.600
2922,644,644,648,644,648,644.733
2923,644,644,644,644,648,644.800
2924,644,644,644,644,648,645.067
2925,644,648,644,644,648,645.600
2926,648,648,648,644,648,645.533
2927,648,648,648,644,648,645.800
2928,644,648,648,644,648,645.733
2929,648,644,648,644,648,646.267
2930,648,644,648,644,648,646.333
2931,648,648,644,644,648,646.800
2932,648,648,648,644,648,646.800
2933,648,648,648,644,648,647.000
2934,648,648,648,644,648,647.667
2935,648,648,648,644,648,647.800
2936,648,648,648,648,652,648.067
2937,648,648,648,648,652,648.333
2938,652,648,648,648,652,648.333
2939,648,648,648,648,652,648.600
2940,648,648,648,648,652,648.933
2941,648,648,648,648,652,649.000
2942,648,648,648,648,652,649.333
2943,652,648,648,648,652,649.733
2944,652,648,648,648,652,650.067
2945,652,648,648,648,652,650.067
2946,648,648,648,648,652,650.267
2947,648,648,652,648,652,650.000
2948,652,652,648,648,652,651.000
2949,648,648,652,648,652,650.933
2950,652,652,648,648,652,651.267
2951,648,652,652,648,652,651.467
2952,652,648,648,648,652,651.600
2953,652,648,652,648,652,651.600
2954,648,652,652,648,652,651.733
2955,652,652,652,652,656,652.067
2956,652,652,652,652,656,652.267
2957,652,652,652,652,656,652.333
2958,652,652,652,652,656,652.600
2959,652,652,652,652,656,653.333
2960,652,652,652,652,656,653.067
2961,652,652,656,652,656,653.267
2962,652,652,652,652,656,653.600
2963,652,656,652,652,656,653.800
2964,652,656,656,652,656,654.533
2965,656,656,656,652,656,654.000
2966,652,656,656,652,656,654.667
2967,656,656,652,652,656,654.733
2968,652,652,656,652,656,654.533
2969,656,652,652,652,656,655.333
2970,656,656,652,652,656,655.400
2971,652,656,652,652,656,655.800
2972,656,656,652,652,656,655.933
2973,656,656,656,656,656,656.000
2974,656,656,656,656,660,656.600
2975,656,656,656,656,660,656.467
2976,656,656,656,656,660,656.933
2977,660,656,656,656,660,656.933
2978,656,660,656,656,660,657.200
2979,656,656,660,656,660,657.867
2980,660,660,660,656,660,658.200
2981,660,660,660,656,660,658.200
2982,660,660,660,656,660,658.067
2983,656,660,660,656,660,658.200
2984,660,660,660,656,660,658.600
2985,656,660,660,656,660,658.800
2986,660,660,660,656,660,659.400
2987,660,660,660,656,660,659.333
2988,660,660,660,656,660,659.200
2989,660,660,660,656,660,659.467
2990,660,660,660,656,660,659.933
2991,660,660,660,660,660,660.000
2992,660,660,660,660,664,660.133
2993,664,660,660,660,664,660.733
2994,660,664,660,660,664,661.333
2995,664,660,664,660,664,660.867
2996,664,660,660,660,664,661.733
2997,664,660,664,660,664,661.800
2998,664,660,660,660,664,661.533
2999,664,664,660,660,664,661.733
3000,664,664,664,660,664,662.267
3001,664,664,664,660,664,662.067
3002,664,664,664,660,664,662.533
3003,664,664,664,660,664,662.867
3004,664,660,664,660,664,663.067
3005,664,664,660,660,664,663.000
3006,664,664,664,660,664,663.267
3007,664,664,664,660,664,663.733
3008,664,664,664,660,664,663.733
3009,664,664,664,664,668,664.067
3010,664,664,668,664,668,664.533
3011,668,664,664,664,668,664.400
3012,664,664,668,664,668,664.600
3013,664,664,664,664,668,664.800
3014,664,664,664,664,668,665.267
3015,664,668,664,664,668,665.600
3016,668,664,668,664,668,665.667
3017,668,664,664,664,668,665.600
3018,668,668,664,664,668,665.933
3019,668,668,668,664,668,666.067
3020,664,668,668,664,668,666.667
3021,668,668,668,664,668,666.600
3022,664,668,668,664,668,666.867
3023,664,668,668,664,668,667.000
3024,664,668,668,664,668,667.133
3025,668,668,668,664,668,667.733
3026,668,668,668,664,668,667.733
3027,668,668,668,668,672,668.133
3028,672,668,668,668,672,668.333
3029,668,672,668,668,672,668.533
3030,668,668,672,668,672,668.867
3031,668,668,668,668,672,668.733
3032,672,668,668,668,672,669.200
3033,668,668,668,668,672,669.533
3034,668,668,668,668,672,669.067
3035,672,668,668,668,672,669.667
3036,672,672,668,668,672,669.733
3037,672,672,672,668,672,670.400
3038,672,672,672,668,672,670.933
3039,672,668,672,668,672,671.000
3040,672,672,668,668,672,671.400
3041,672,668,672,668,672,670.600
3042,672,672,668,668,672,671.267
3043,668,672,672,668,672,671.733
3044,672,672,672,672,672,672.000
3045,672,672,672,672,672,672.000
3046,672,672,676,672,676,672.467
3047,676,676,672,672,676,672.667
3048,672,672,672,672,676,672.733
3049,672,672,672,672,676,673.067
3050,672,676,672,672,676,673.200
3051,672,676,676,672,676,673.733
3052,672,676,676,672,676,673.333
3053,676,672,676,672,676,673.667
3054,676,676,672,672,676,674.333
3055,676,672,676,672,676,674.067
3056,672,676,672,672,676,674.333
3057,676,672,676,672,676,674.733
3058,672,676,676,672,676,674.933
3059,672,676,672,672,676,674.800
3060,676,672,676,672,676,675.400
3061,676,676,676,672,676,675.600
3062,676,676,672,672,676,675.800
3063,676,676,676,676,676,676.000
3064,676,676,676,676,680,676.267
3065,676,676,676,676,680,676.600
3066,676,676,676,676,680,676.733
3067,676,676,676,676,680,676.867
3068,676,676,676,676,680,677.200
3069,676,676,676,676,680,677.000
3070,676,680,676,676,680,677.400
3071,680,680,680,676,680,677.867
3072,676,680,680,676,680,678.133
3073,680,676,680,676,680,678.267
3074,676,680,676,676,680,678.000
3075,676,676,680,676,680,678.867
3076,676,676,676,676,680,678.667
3077,676,680,676,676,680,679.133
3078,676,680,680,676,680,679.267
3079,680,680,680,676,680,679.733
3080,680,680,680,676,680,679.667
3081,680,680,680,676,680,679.867
3082,680,680,680,680,684,680.133
3083,680,680,680,680,684,680.533
3084,680,680,684,680,684,680.533
3085,680,680,680,680,684,680.467
3086,680,680,680,680,684,680.933
3087,684,680,680,680,684,681.400
3088,684,680,684,680,684,681.733
3089,684,680,680,680,684,681.333
3090,680,684,684,680,684,682.200
3091,684,680,684,680,684,682.733
3092,684,684,680,680,684,682.333
3093,680,684,684,680,684,682.867
3094,684,684,684,680,684,683.133
3095,684,680,680,680,684,683.467
3096,684,684,680,680,684,683.133
3097,684,684,684,680,684,683.600
3098,684,684,684,680,684,683.933
3099,684,684,684,684,684,684.000
3100,684,684,684,684,688,684.467
3101,684,684,684,684,688,684.667
3102,684,684,684,684,688,685.133
3103,684,684,684,684,688,684.533
3104,684,688,684,684,688,685.133
3105,684,688,688,684,688,685.133
3106,684,684,688,684,688,685.600
3107,688,684,688,684,688,685.867
3108,684,684,684,684,688,686.400
3109,688,688,688,684,688,686.200
3110,688,688,688,684,688,686.200
3111,684,688,688,684,688,686.400
3112,684,688,684,684,688,687.000
3113,684,688,688,684,688,686.867
3114,688,688,684,684,688,687.400
3115,688,688,688,684,688,687.667
3116,688,688,688,684,688,687.467
3117,688,688,688,688,688,688.000
3118,688,688,688,688,692,688.133
3119,688,688,688,688,692,688.400
3120,688,688,692,688,692,688.800
3121,688,688,692,688,692,689.000
3122,692,692,688,688,692,689.467
3123,688,688,688,688,692,689.200
3124,688,692,688,688,692,689.867
3125,688,688,692,688,692,689.667
3126,692,692,688,688,692,690.267
3127,692,692,692,688,692,689.800
3128,688,688,688,688,692,690.467
3129,692,692,688,688,692,690.800
3130,692,692,692,688,692,690.933
3131,692,692,692,688,692,691.267
3132,692,692,692,688,692,691.400
3133,692,692,692,688,692,691.733
3134,692,692,692,688,692,691.533
3135,692,692,692,692,692,692.000
3136,692,692,692,692,692,692.000
3137,692,696,692,692,696,692.267
3138,692,692,696,692,696,692.533
3139,696,692,692,692,696,692.667
3140,696,692,692,692,696,692.867
3141,692,692,692,692,696,693.133
3142,692,696,692,692,696,693.600
3143,696,692,696,692,696,693.533
3144,692,692,692,692,696,694.133
3145,692,696,692,692,696,694.467
3146,696,696,696,692,696,694.200
3147,696,692,696,692,696,694.667
3148,692,692,696,692,696,694.400
3149,692,696,692,692,696,695.200
3150,692,696,696,692,696,695.333
3151,696,696,696,692,696,695.600
3152,696,696,696,692,696,695.467
3153,696,696,696,692,696,695.867
3154,696,696,696,696,700,696.133
3155,696,696,696,696,700,696.067
3156,696,696,696,696,700,696.400
3157,696,696,700,696,700,696.867
3158,696,700,696,696,700,696.933
3159,700,696,696,696,700,696.733
3160,696,696,696,696,700,697.533
3161,696,696,696,696,700,697.133
3162,700,696,696,696,700,698.000
3163,700,696,700,696,700,697.933
3164,696,696,696,696,700,697.867
3165,696,696,700,696,700,698.600
3166,700,696,696,696,700,698.933
3167,700,696,696,696,700,699.200
3168,700,700,696,696,700,699.000
3169,700,700,700,696,700,699.667
3170,700,700,700,696,700,699.667
3171,700,700,700,696,700,699.533
3172,700,700,700,700,700,700.000
3173,700,700,700,700,704,700.067
3174,700,700,704,700,704,700.200
3175,700,700,700,700,704,700.600
3176,700,700,700,700,704,700.933
3177,700,700,700,700,704,701.467
3178,700,700,700,700,704,701.000
3179,704,700,700,700,704,701.200
3180,700,700,700,700,704,702.067
3181,700,700,700,700,704,702.067
3182,700,700,700,700,704,702.133
3183,704,700,700,700,704,702.533
3184,700,700,704,700,704,702.733
3185,704,704,700,700,704,702.733
3186,704,704,704,700,704,703.133
3187,704,700,704,700,704,703.333
3188,700,704,700,700,704,703.933
3189,704,700,704,700,704,703.600
3190,704,704,704,704,704,704.000
3191,704,704,704,704,708,704.133
3192,704,704,704,704,708,704.267
3193,704,704,704,704,708,704.600
3194,704,704,704,704,708,704.733
3195,704,708,704,704,708,705.200
3196,708,704,708,704,708,705.267
3197,704,704,704,704,708,705.333
3198,704,704,704,704,708,705.600
3199,704,708,708,704,708,706.333
3200,704,704,708,704,708,706.533
3201,704,708,708,704,708,706.467
3202,708,708,708,704,708,706.867
3203,708,704,708,704,708,706.600
3204,708,704,704,704,708,706.733
3205,708,708,704,704,708,707.400
3206,708,708,708,704,708,707.800
3207,708,708,708,704,708,707.733
3208,708,708,708,708,708,708.000
3209,708,708,708,708,712,708.067
3210,708,708,708,708,712,708.533
3211,708,708,708,708,712,708.333
3212,712,712,708,708,712,708.933
3213,708,712,712,708,712,709.133
3214,708,712,712,708,712,709.133
3215,712,708,712,708,712,709.333
3216,712,708,712,708,712,709.600
3217,708,712,708,708,712,710.333
3218,712,712,712,708,712,710.400
3219,712,712,712,708,712,710.867
3220,712,712,708,708,712,710.400
3221,712,712,708,708,712,711.067
3222,712,712,712,708,712,710.933
3223,712,708,712,708,712,711.267
3224,712,712,708,708,712,711.333
3225,712,712,712,708,712,711.667
3226,712,712,712,712,712,712.000
3227,712,712,712,712,716,712.133
3228,716,716,712,712,716,712.400
3229,712,716,716,712,716,712.733
3230,712,712,716,712,716,712.733
3231,716,712,712,712,716,712.733
3232,716,716,712,712,716,713.200
3233,712,716,716,712,716,713.467
3234,716,712,716,712,716,713.600
3235,716,716,712,712,716,714.067
3236,712,716,716,712,716,714.600
3237,716,712,716,712,716,714.733
3238,716,712,716,712,716,714.200
3239,716,716,716,712,716,714.600
3240,716,716,716,712,716,715.000
3241,712,712,716,712,716,715.067
3242,716,716,716,712,716,715.400
3243,716,716,716,712,716,715.800
3244,716,716,716,712,716,715.800
3245,716,716,716,716,716,716.000
3246,716,716,720,716,720,716.267
3247,716,720,716,716,720,717.000
3248,716,716,716,716,720,716.733
3249,720,716,716,716,720,716.733
3250,720,716,716,716,720,717.400
3251,716,720,716,716,720,717.400
3252,720,716,720,716,720,718.000
3253,720,716,716,716,720,717.933
3254,716,720,716,716,720,718.000
3255,720,720,720,716,720,718.600
3256,720,716,720,716,720,718.200
3257,720,716,720,716,720,718.733
3258,716,720,720,716,720,718.800
3259,720,716,720,716,720,719.400
3260,716,720,720,716,720,719.333
3261,720,720,720,716,720,719.600
3262,720,720,720,716,720,719.733
3263,720,720,720,720,724,720.133
3264,724,720,720,720,724,720.400
3265,720,720,720,720,724,720.533
3266,720,720,720,720,724,721.000
3267,720,720,720,720,724,720.533
3268,724,720,720,720,724,721.133
3269,720,720,720,720,724,721.533
3270,720,724,720,720,724,721.867
3271,724,720,724,720,724,722.000
3272,724,720,720,720,724,721.933
3273,724,720,720,720,724,722.133
3274,720,724,720,720,724,722.267
3275,724,724,724,720,724,722.533
3276,720,724,724,720,724,723.200
3277,724,724,724,720,724,723.267
3278,724,724,724,720,724,723.400
3279,724,724,724,720,724,723.800
3280,724,724,724,720,724,723.867
3281,724,724,724,724,728,724.333
3282,724,724,724,724,728,724.333
